"","disease","Method","split","date","mean","lower_95","lower_80","upper_80","upper_95"
"1","HAV","Neural Network","2019",2019-01-01,32.1311828082811,NA,NA,NA,NA
"2","HAV","Neural Network","2019",2019-02-01,32.2065183651223,NA,NA,NA,NA
"3","HAV","Neural Network","2019",2019-03-01,33.4197308784396,NA,NA,NA,NA
"4","HAV","Neural Network","2019",2019-04-01,33.4551500750303,NA,NA,NA,NA
"5","HAV","Neural Network","2019",2019-05-01,34.5412541476023,NA,NA,NA,NA
"6","HAV","Neural Network","2019",2019-06-01,35.3942398850758,NA,NA,NA,NA
"7","HAV","Neural Network","2019",2019-07-01,35.4471664535991,NA,NA,NA,NA
"8","HAV","Neural Network","2019",2019-08-01,33.3791427475045,NA,NA,NA,NA
"9","HAV","Neural Network","2019",2019-09-01,35.3228012418328,NA,NA,NA,NA
"10","HAV","Neural Network","2019",2019-10-01,35.5133755606621,NA,NA,NA,NA
"11","HAV","Neural Network","2019",2019-11-01,34.7256882124964,NA,NA,NA,NA
"12","HAV","Neural Network","2019",2019-12-01,31.4644601772605,NA,NA,NA,NA
"13","HAV","Neural Network","2018-2019",2018-01-01,26.2238198007757,NA,NA,NA,NA
"14","HAV","Neural Network","2018-2019",2018-02-01,29.3931633645403,NA,NA,NA,NA
"15","HAV","Neural Network","2018-2019",2018-03-01,35.7613731044326,NA,NA,NA,NA
"16","HAV","Neural Network","2018-2019",2018-04-01,34.8193102063105,NA,NA,NA,NA
"17","HAV","Neural Network","2018-2019",2018-05-01,36.988259503386,NA,NA,NA,NA
"18","HAV","Neural Network","2018-2019",2018-06-01,37.2803993221078,NA,NA,NA,NA
"19","HAV","Neural Network","2018-2019",2018-07-01,37.0012975596079,NA,NA,NA,NA
"20","HAV","Neural Network","2018-2019",2018-08-01,34.3573103674603,NA,NA,NA,NA
"21","HAV","Neural Network","2018-2019",2018-09-01,36.6529954857171,NA,NA,NA,NA
"22","HAV","Neural Network","2018-2019",2018-10-01,33.4922609630317,NA,NA,NA,NA
"23","HAV","Neural Network","2018-2019",2018-11-01,30.1281241485967,NA,NA,NA,NA
"24","HAV","Neural Network","2018-2019",2018-12-01,27.585404531032,NA,NA,NA,NA
"25","HAV","Neural Network","2018-2019",2019-01-01,33.0008363993898,NA,NA,NA,NA
"26","HAV","Neural Network","2018-2019",2019-02-01,32.9666597211074,NA,NA,NA,NA
"27","HAV","Neural Network","2018-2019",2019-03-01,34.9747926024451,NA,NA,NA,NA
"28","HAV","Neural Network","2018-2019",2019-04-01,34.5589530909895,NA,NA,NA,NA
"29","HAV","Neural Network","2018-2019",2019-05-01,35.2054708676272,NA,NA,NA,NA
"30","HAV","Neural Network","2018-2019",2019-06-01,35.2451162842514,NA,NA,NA,NA
"31","HAV","Neural Network","2018-2019",2019-07-01,35.252288251097,NA,NA,NA,NA
"32","HAV","Neural Network","2018-2019",2019-08-01,35.0080562287467,NA,NA,NA,NA
"33","HAV","Neural Network","2018-2019",2019-09-01,35.2204141339216,NA,NA,NA,NA
"34","HAV","Neural Network","2018-2019",2019-10-01,34.7901573262058,NA,NA,NA,NA
"35","HAV","Neural Network","2018-2019",2019-11-01,33.875066253646,NA,NA,NA,NA
"36","HAV","Neural Network","2018-2019",2019-12-01,33.4808751889259,NA,NA,NA,NA
"37","HAV","Neural Network","2017-2019",2017-01-01,33.3026580504211,NA,NA,NA,NA
"38","HAV","Neural Network","2017-2019",2017-02-01,31.1239819089701,NA,NA,NA,NA
"39","HAV","Neural Network","2017-2019",2017-03-01,34.5384022537906,NA,NA,NA,NA
"40","HAV","Neural Network","2017-2019",2017-04-01,31.3069039452745,NA,NA,NA,NA
"41","HAV","Neural Network","2017-2019",2017-05-01,33.9606385115971,NA,NA,NA,NA
"42","HAV","Neural Network","2017-2019",2017-06-01,33.7772070452466,NA,NA,NA,NA
"43","HAV","Neural Network","2017-2019",2017-07-01,35.7454565771142,NA,NA,NA,NA
"44","HAV","Neural Network","2017-2019",2017-08-01,35.9478943734781,NA,NA,NA,NA
"45","HAV","Neural Network","2017-2019",2017-09-01,33.5058890174765,NA,NA,NA,NA
"46","HAV","Neural Network","2017-2019",2017-10-01,34.6950857115529,NA,NA,NA,NA
"47","HAV","Neural Network","2017-2019",2017-11-01,34.6824105115199,NA,NA,NA,NA
"48","HAV","Neural Network","2017-2019",2017-12-01,29.5434475518152,NA,NA,NA,NA
