"","disease","Method","split","date","mean","lower_95","lower_80","upper_80","upper_95"
"1","Pneumonia","ETS","2019",2019-01-01,25315.1080948862,21424.5442696692,22734.4940327129,28034.4200425498,29530.0816349121
"2","Pneumonia","ETS","2019",2019-02-01,24502.061980494,19226.3504434491,20980.1674746828,28297.0827280231,30416.6066610243
"3","Pneumonia","ETS","2019",2019-03-01,24278.8367422811,17958.9062445894,20038.8397596709,28925.4187192821,31549.7559418529
"4","Pneumonia","ETS","2019",2019-04-01,18807.204890438,12703.4911935735,14681.1287131553,23443.5963989447,26104.5290773243
"5","Pneumonia","ETS","2019",2019-05-01,17770.6761370068,11369.6627609315,13424.1980220968,22725.7306227121,25595.1292878941
"6","Pneumonia","ETS","2019",2019-06-01,20102.4579698378,12716.9513516151,15082.815358418,25841.9000131289,29171.5513823909
"7","Pneumonia","ETS","2019",2019-07-01,22481.8037861477,14046.3385893595,16742.6875789348,29065.1794649625,32891.9636470902
"8","Pneumonia","ETS","2019",2019-08-01,27970.0816553282,17705.4240665856,20993.9596581358,35945.2181187178,40571.4006641309
"9","Pneumonia","ETS","2019",2019-09-01,32007.6791739545,20112.6611124266,23918.6331589043,41272.8890201099,46653.7050945328
"10","Pneumonia","ETS","2019",2019-10-01,28265.7061009144,16547.9849072259,20251.0417194471,37613.500942673,43101.5748488894
"11","Pneumonia","ETS","2019",2019-11-01,22511.6449530497,11822.9695959667,15136.554789678,31345.6105656401,36612.5811874333
"12","Pneumonia","ETS","2019",2019-12-01,19883.6987797384,9634.10898669225,12766.1729066664,28571.6985622142,33806.5745155631
"13","Pneumonia","ETS","2018-2019",2018-01-01,26850.2595666578,22770.5728734919,24144.6743365893,29699.4933830771,31265.9354983478
"14","Pneumonia","ETS","2018-2019",2018-02-01,25968.228535677,20438.686373575,22277.829845869,29941.3243485893,32158.9898126877
"15","Pneumonia","ETS","2018-2019",2018-03-01,25755.0108855073,19126.3961591422,21309.3963989818,30621.4905476438,33368.0151799639
"16","Pneumonia","ETS","2018-2019",2018-04-01,20094.583490519,13661.5042999023,15748.1999366578,24969.9720422127,27764.9876761977
"17","Pneumonia","ETS","2018-2019",2018-05-01,18862.2130118464,12139.4924304887,14299.5046750862,24055.7022599985,27060.3090457443
"18","Pneumonia","ETS","2018-2019",2018-06-01,21254.0351568865,13516.2969782958,15997.2658223738,27256.3511721725,30735.5820837612
"19","Pneumonia","ETS","2018-2019",2018-07-01,23721.7463618849,14896.9764169918,17720.2816931488,30596.9236188104,34590.1008254429
"20","Pneumonia","ETS","2018-2019",2018-08-01,29434.4236047819,18717.7714429998,22153.8519145195,37747.6586669188,42566.4408514696
"21","Pneumonia","ETS","2018-2019",2018-09-01,33310.2871847787,20982.3958169973,24928.5535140957,42904.6319739171,48474.4353975849
"22","Pneumonia","ETS","2018-2019",2018-10-01,29783.8344806667,17554.6928357242,21423.9521922077,39517.7187878664,45226.720887982
"23","Pneumonia","ETS","2018-2019",2018-11-01,24007.8754895346,12767.6941816323,16260.0175818033,33260.5405444537,38767.7503799026
"24","Pneumonia","ETS","2018-2019",2018-12-01,21311.3803086983,10493.5488867923,13808.8066482162,30435.4115302232,35921.746729197
"25","Pneumonia","ETS","2018-2019",2019-01-01,29211.3001578904,15694.935876476,19902.1162197576,40301.1295199325,46892.5345244133
"26","Pneumonia","ETS","2018-2019",2019-02-01,28290.9890114366,14550.9645075775,18794.6761872451,39722.4157028793,46557.1801225131
"27","Pneumonia","ETS","2018-2019",2019-03-01,28068.420568461,13950.6501858686,18284.4661203282,39941.056413893,47071.5468743207
"28","Pneumonia","ETS","2018-2019",2019-04-01,22143.8247685211,9596.15297440781,13354.172681999,33144.3036107621,39862.5463935637
"29","Pneumonia","ETS","2018-2019",2019-05-01,20849.1710448017,8506.97088604006,12163.3032362621,31861.3482284197,38632.5310183567
"30","Pneumonia","ETS","2018-2019",2019-06-01,23360.1528298492,9851.13675428207,13877.1634348279,35298.5930113168,42612.3861617044
"31","Pneumonia","ETS","2018-2019",2019-07-01,25943.9649928866,11224.0435261045,15631.3074009927,38855.2619197786,46742.016941457
"32","Pneumonia","ETS","2018-2019",2019-08-01,31904.1334553565,14801.2015327772,19986.9020911122,46595.3339266885,55495.2863319765
"33","Pneumonia","ETS","2018-2019",2019-09-01,35934.3996257621,17060.8162511663,22807.2115113417,52032.7353464088,61757.3978683926
"34","Pneumonia","ETS","2018-2019",2019-10-01,32267.8654752495,14148.3738704739,19586.6666022855,48098.1028047098,57752.85269651
"35","Pneumonia","ETS","2018-2019",2019-11-01,26243.1569495495,9984.18201217509,14739.8402474302,41041.5137079976,50209.1203617597
"36","Pneumonia","ETS","2018-2019",2019-12-01,23420.2702520368,8052.63246119227,12465.0397276468,37801.7457954831,46801.780536817
"37","Pneumonia","ETS","2017-2019",2017-01-01,23989.0647465207,20283.7480408991,21531.1339723605,26579.8120266888,28005.0348170704
